"data__story","data__message","data__updated_time","data__id","paging__previous","paging__next"
"","מסבלטת את החדר המקסים שלי לרגל טיסה לחו""ל. בין ה-6-18.8. יש הכל בדירה, מזגן בכל חדר, מטבח מאובזר, רחוב צדדי ושקט דקה הליכה מדיזינגוף סנטר (רחוב צבי הרמן שפירא).  בדירה יש חדר שירותים ומקלחת ושירותים נוספים נפרדים, מכונת כביסה. נשארים בדירה שותף ושותפה מקסימים בני 24-26. 1500₪ לכל התקופה כולל הכל. יש אינטרנט אין כבלים, יש טלויזיה שמתחברת למחשב. וגג להיט כבונוס.  מושלם למי שנמצא בתהליכי חיפוש דירה או סתם רוצה להנות מתל אביב בקיץ. הדירה קרובה להכל ולתחבורה ציבורית לכל מקום בתל אביב. 15-10 דקות הליכה מהים. פרטים נוספים בפרטי","2015-07-28T12:53:33+0000","707688259256219_1038696222822086","",""
"","סבלט לדירת 2 חדרים גדולים ומרווחים (65 מ""ר) + 2 מרפסות פתוחות ואחלה בריזה מהים, במרכז תל אביב, רחוב שפינוזה, שקט ירוק ומרכזי. קרוב לים לדיזינגוף. 14.8 - עד ה 5.9   . 3500 ש""ח.","2015-07-28T11:49:08+0000","707688259256219_1038672156157826","",""
"","","2015-07-28T11:42:47+0000","707688259256219_1038670389491336","",""
"","לאנשים טובים וחברים! מסבלטת את ביתי המקסים, במרכז תל-אביב (רח' בלפור) החל מסוף אוגוסט עד אמצע ספטמבר (גמישה בתאריכים). דירת שני חדרים מרווחת, נעימה ואוהבת עם חצר גדולה ומטריפה. קרובה לים, ליום קיץ חם. 3,700 כולל הכל פרטים בפרטי","2015-07-28T11:14:59+0000","707688259256219_1038660902825618","",""
"","מסבלטת את החדר שלי באוגוסט 7-17. במרכז העיר, ליד גן מאיר, חמש דקות הליכה מהים  בדירה יש שותפה מקסימה וגם סלון עם מרפסת. שווה-שווה-שווה מחפשת איש או אישה נחמד.ה נעים.ה - שגם יהנו מהחדר וגם שהחדר יהנה מהם. המחיר: 1250 הכל כלול","2015-07-28T10:46:25+0000","707688259256219_1038650192826689","",""
"","***כל הקודם-זוכה*** דירה להשכרה ל3 חודשים (עד נובמבר)  -לא מתווך- 2 חדרי שינה+סלון דירה משופצת מא' עד ת' ברחוב קטן ושקט ""מרכולת"", יפה ומרווחת 2 דק' מנווה צדק וקרובה לים במרחק הליכה. מטבח ומקלחת חדשים, קודן+ מצלמה, תריסים חשמליים וכמובן.. מרפסת מפנקת בדירה נשארים:מקרר, כריים חשמליים,פלזמה. 5700 לחודש כולל ארנונה ומים ודמי וועד בית.  לפרטים נוספים: ראובן 0528772720","2015-07-28T10:07:44+0000","707688259256219_1038639652827743","",""
"","הי, מחפשת לסבלט את הדירה שלי ברחוב נחמני בתאריכים 12-24 לאוגוסט. מתאימה ליחיד או לזוג. 2500 ש""ח","2015-07-28T09:56:54+0000","707688259256219_1038631492828559","",""
"","מחפשים סבלט בצפון הישן\מרכז\כרם\יפו בתאריכים (פלוס מינוס) 27 בספטמבר-19 באוקטובר.אנחנו זוג + ילד בן שנה וחצי (ללא נטיות הורסניות). אלרגיים לחתולים. אם מישהו שמע, אשמח לשמוע.","2015-07-28T09:37:49+0000","707688259256219_1038372496187792","",""
"","","2015-07-28T08:17:17+0000","707688259256219_1038609362830772","",""
"","דירה להשכרה במתחם נגה. קומה 1 (לא קרקע) בניין חדש, דירה יפה נקיה מאובזרת. בדירה 2 חדרי שינה וסלון. מחיר: 7500 ש""ח לחודש, אפשר גם לתקופה יותר קצרה, מיידי 0503503123","2015-07-28T07:51:47+0000","707688259256219_1038603332831375","",""
"","להשכרה דירת סטודיו , ליד הים במקום שקט לשבוע מתאריך 16/7  5000 ש""ח כולל הוצאות פרטים בפרטי","2015-07-28T07:33:59+0000","707688259256219_1037791009579274","",""
"","***כל הקודם-זוכה*** דירה להשכרה ל3 חודשים (עד נובמבר)  -לא מתווך- 2 חדרי שינה+סלון דירה משופצת מא' עד ת' ברחוב קטן ושקט ""מרכולת"", יפה ומרווחת 2 דק' מנווה צדק וקרובה לים במרחק הליכה. מטבח ומקלחת חדשים, קודן+ מצלמה, תריסים חשמליים וכמובן.. מרפסת מפנקת בדירה נשארים:מקרר, כריים חשמליים,פלזמה. 5700 לחודש כולל ארנונה ומים ודמי וועד בית.  לפרטים נוספים: ראובן 0528772720","2015-07-28T07:29:49+0000","707688259256219_1038590886165953","",""
"","","2015-07-28T07:26:27+0000","707688259256219_1038328719525503","",""
"","255$ לילה בחגים ","2015-07-28T06:16:41+0000","707688259256219_1038572396167802","",""
"","https://m.facebook.com/groups/191591524188001?view=permalink&id=1131611530185991&ref=m_notif&notif_t=group_comment&actorid=1406470844","2015-07-28T05:15:58+0000","707688259256219_1038554036169638","",""
"","סאבלט מ 20 לאוגוסט ! פרטים בתחתית הפוסט","2015-07-28T05:13:08+0000","707688259256219_1038553056169736","",""
"","דירה בגבעתיים  קומת קרקע יפה ומשקעת  בספטמבר  מחיר גמיש   10 יום רוצה 1000 שח  ו 1000 שח פיקדון  לרצינים בלבד  בפרטי  בבקשה ברחוב קטן שיוצא מדרך השלום קרוב לרמבם  רמז  אנצו סירני  ושקטה","2015-07-27T23:07:32+0000","707688259256219_1038420306183011","",""
"","מסבלטים את דירתנו השווה לחודש פלוס! הדירה משופצת ומרוהטת לחלוטין. ממקומת על דיזנגוף פינת באזל, 3 דקות מהים! סלון מרווח, מטבח גדול עם כל מה שצריך, חדר מקלחת חדש וחדר שינה עם מיטה זוגית, ארון ושידות. יש מכונת כביסה, תנור, מיקרו וכו'...אידיאלית לזוג וגם ליחידים :)  בקיצור - ליגה! שכ""ד 5100 כולל הכל. יאללה בואו לראות! 0505708424/ 0524859871  לא הספקתי לצלם, אפרסם תמונות בהקדם...","2015-07-27T22:07:47+0000","707688259256219_1038401289518246","",""
"","שימו לב!! סאבלט באזור הכי שווה בדירה הכי שווה בתל אביב לכל אוגוסט ואופציה של חלק מספטמבר!! אפשר להיכנס לחלק מהתקופה. מסבלט את החדר שלי בדירת 3 שותפים ברחוב רמז 36 צפון הישן.  10 דקות הליכה מהים, 10 דקות מכיכר רבין, 5 דקות מאבן גבירול ו10 דקות לרכבת מרכז. בחדר יש את כל הריהוט, רק להביא בגדים ולעבור לדירה! בדירה נשארים שני שותפים בראש מעולה.  שכ""ד 2150 לא כולל! לפרטים נוספים בפרטי.","2015-07-27T20:26:17+0000","707688259256219_1038361556188886","",""
"","מעוניינת בסאבלט מיידי או מ-31.7.15-ו' הקרוב, למינימום שבועיים ומעלה. מרכז ת""א /צפון ישן (בעדיפות). דירת יחיד/+שותף/+2 שותפים. רצוי לא מעשנים (אלרגית לריח סיגריות):)  עד 2,500 כולל הוצאות. (לא מתיווך) לרציניים בלבד. +לולי 3>(כלבה שלי):) מעורבת עם אקיטה,בת שנתיים+/ מתורבתת/חייכנית/חברותית:) אשמח ואודה לכל מי שיודע/מכיר/שומע/רואה..לעדכן אותי בפרטי:)  שבוע מבורך לכולנו3>","2015-07-27T20:13:38+0000","707688259256219_1038355206189521","",""
"","https://www.airbnb.com/rooms/7565666?s=8 129$ לילה חופשה מהנה 👍","2015-07-27T19:09:17+0000","707688259256219_1038329116192130","",""
"","סאבלט עם אופציה להמשך שכירות:  מסבלט את החדר שלי ברחוב דפנה 38 החל מה-15.8 ועד ה-1.10 (ניתן להקדים תאריך כניסה גם לתחילת אוגוסט).  * דירת 3 חדרים 85 מ""ר עם סלון, חדר אוכל, מרפסת עם יציאה מהחדר. * בדירה נשאר שותף הכי גב גבר שבעולם עם הכלב המדהים שלו מעוקץ. * חוזה השכירות מסתיים ב-1.10, השותף בשלב זה לא יודע אם הוא ימשיך בדירה. * הסבלט בדירה יכול להוות דריסת רגל למי שירצה להמשיך לשכור אותה לאחר מכן. * הדירה מאובזרת לתקופת הסבלט- מכונת כביסה, תנור, כיריים גז, מקרר ,ספות (ובמידה והשותף ישאר הדברים ישארו גם הם). * אזור שקט, 4 דקות הליכה מרכבת ארלוזורוב, קרוב לתחבורה ציבורית, 10 דקות מככר רבין, שפע של חניה בכחול לבן גם למי שללא תו חניה ברחוב, קרוב לבית המשפט והפרקליטות (רלוונטי למשפטים ועבריינים שיביעו עניין). * יש מזגן בחדר ובסלון, WI-FI גם ישאר. * מחיר: את הדירה אנחנו שוכרים ב-6000 ש""ח לשני שותפים. הסבלט יהיה בהתאם לשכירות, כלומר 3000 לחודש. *חשבונות: ממוצע של 400-500 ש""ח לחודש כולל מים, גז, אינטרנט, ועד בית, חשמל וארנונה. *לא ניתן להיכנס עם בעל חיים נוסף בשלב זה. * זמין דרך הפייסבוק למי שמתעניין.","2015-07-27T18:05:10+0000","707688259256219_1038306972861011","",""
"","** סאבלט בגבעתיים ** דירת קרקע, שלושה חדרים ברחוב כצנלסון 149 בגבעתיים לתקופה של ארבעה שבועות בדיוק מה13 בספטמבר עד ה11 באוקטובר. כל הדירה משופצת ברמה הגבוהה ביותר.  4100 שקלים לחודש כולל כל החשבונות (חשמל, מים, ארנונה, הוט). מתאימה לזוג או יחיד/ה.  גמישים מעט בתאריכים. לפרטים נוספים בפרטי או בפלאפון 0548840344.","2015-07-27T17:34:20+0000","707688259256219_1038295072862201","",""
"","מסבלט חדר בדירה הכי שווה בתל אביב !!! מיקום מדהים: תל חי 4. צמוד לדיזינגוף סנטר, אזור שקרוב למלא ברים, מסעדות ובתי קפה. 5 דקות הליכה מהים. חדר גדול ובדירה יש: יס, פלייסטיישן, מכונת כביסה, אינטרנט וכמובן המון מצב רוח טוב:) סלון גדול, פשוט לבוא ולהתפנק. בדירה נשארים שני שותפים מקסימים וחברותיים. תאריכים: 29/7-8/8(עשרה לילות).  סה""כ לתקופה כולל כל החשבונות- 1000 ש""ח בלבד!!! דודי- 0547994806.","2015-07-27T17:29:11+0000","707688259256219_1038292986195743","",""
"","היי, מסבלטת את חדרי המהמם בדירה שווה בתל אביב שנמצאת ממש במרכז העיר, רחוב דפנה! הדירה בת 3 חדרים + 2 מרפסות ענקיות. החדר מרווח ומואר עם יציאה למרפסת גדולה (ממש כפי שמופיע בתמונות) –עם פרטיות מוחלטת. בדירה נשאר הכל, רק להביא בגדים. רחוב יפהיפה, שקט, עם מלא מקומות חניה (!) , במרחק הליכה מעזריאלי, כיכר רבין ומרכבת מרכז. בדירה נשארים שותף ושותפה מקסימים. הסבלט הוא לתקופה של חודש (יוצא ממש בחגים) – בין 9/9/15 עד 9/10/15. שכ""ד כולל חשבונות – 2500 ש""ח. בבקשה שתפו והפיצו.","2015-07-27T16:34:57+0000","707688259256219_1038270779531297","",""
"","","2015-07-27T16:29:49+0000","707688259256219_1038268606198181","",""
"","שלום:) מסבלט דירה ברח' ויזל בתל אביב (בין ארלוזורוב לבן גוריון). גודל החדר כ-37 מ""ר. בדירה ישנם שני שותפים אחרים: שותף ושותפה. החדר של השותפה מצוייד במקלחת כך שרוב השותפות היא עם השותף. התאריכים הם בין 11/9-8/10 (חודש)עקב נסיעה לחו""ל. השותפים מקסימים ושקטים. הדירה היא כ-10 דקות לים (תלוי במהירות ההליכה:) אעלה תמונות בקרוב. מחיר כולל הכל (חשבונות: אינ', חשמל, מים, גז ועד בית, ארנונה) 2,700 לכל התקופה. לפרטים ניתן להתקשר או להשאיר הודעה 0523267425.","2015-07-27T14:31:35+0000","707688259256219_1038223642869344","",""
"","היי  אנשים :) סבלט בפלורנטין מה10/8 עד ה2/9, פרטים בלינק https://www.facebook.com/alisa.bookstein/posts/10207257200493004","2015-07-27T14:03:34+0000","707688259256219_1038212659537109","",""
"","מסבלט חדר בדירה הכי שווה בתל אביב !!! מיקום מדהים: תל חי 4. צמוד לדיזינגוף סנטר, אזור שקרוב למלא ברים, מסעדות ובתי קפה. 5 דקות הליכה מהים. חדר גדול ובדירה יש: יס, פלייסטיישן, מכונת כביסה, אינטרנט וכמובן המון מצב רוח טוב:) סלון גדול, פשוט לבוא ולהתפנק. בדירה נשארים שני שותפים מקסימים וחברותיים. תאריכים: 29/7-8/8(עשרה לילות).  סה""כ לתקופה כולל כל החשבונות- 1000 ש""ח בלבד!!! דודי- 0547994806.","2015-07-27T12:47:54+0000","707688259256219_1038184246206617","",""
"","היי אחלה סאבלט משלישי הזה 28.7 שבועיים קדימה צ'ק איט מחיר - 1200 כולל חשבונות","2015-07-27T12:41:51+0000","707688259256219_1038041176220924","",""
"","","2015-07-27T12:07:09+0000","707688259256219_1038171876207854","",""
"","דירת 3 חדרים במתחם נוגה יפו, 5 דקות מעלמה ביץ, מתחם התחנה, נווה צדק ושוק הפשפשים. הדירה כוללת חדר הורים עם מיטה זוגית וחדר ילדים עם מיטת יחיד וספה נפתחת למיטה זוגית, מתאים לזוג + 3 ילדים. מאובזרת קומפלט! מטבח - תנור, מיקרו, גז, מקרר, קומקום וטוסטר. סלון - טלויזיה, כבלים, DVD. מכונת כביסה ומייבש. 470 ש״ח ללילה, ומחירים מוזלים לשבוע או חודש שכירות. הדירה זמינה לאורך כל ימות השנה.","2015-07-27T11:37:30+0000","707688259256219_1038115326213509","",""
"","I am subletting my lovely home in Tel Aviv: August - September. It's a 2 bedroom, 80 sq meter, beautiful and really quiet, AC, PC, Wi-fi, new Bathtub, Washing machine. It comes with a cute black cat called Choya. Located in central city in Neve Sha'anan, great window view and space, the best spot if you have/rent a car cause there's lot's of free parking. Ideal for travelers as it's very close to the highway, train and central bus station, it's also 7-minute-walk from Rothschild bvd. write in private. 4000nis a month all included","2015-07-27T11:16:58+0000","707688259256219_1038156319542743","",""
"","חדר שינה להשכרה בדירת 2 חדרי שינה  מרדכי אנילביץ׳ 24 2900 לחודש כולל הכל(חשמל,מים,ארנונה,אינטרנט) שירותים פרטיים ומזגן.","2015-07-27T10:47:04+0000","707688259256219_1034977343193974","",""
"Adi Simhon shared her post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","","2015-07-27T08:37:53+0000","707688259256219_1038100972881611","",""
"","","2015-07-27T07:52:08+0000","707688259256219_1038090986215943","",""
"","","2015-07-27T07:50:38+0000","707688259256219_1038090712882637","",""
"","מסבלט דירת סטודיו (עורפית, שקטה לגמרי) בנחלת בנימין פינת מונטיפיורי. 26מטר בערך, מאובזרת והכל (חד משמעית י-ש מזגן).  אם אתם מכירים אמריקאים, תגידו להם שזה:  ״דקה מרוטשילד, דקה מהשוק, 5 דקות מהים. מטר מבית הכנסת הגדול, יעני גם קרוב לכל הפאבים הטובים וגם תחבורה ציבורית לכל מקום מתחת לבית.״ זה לא שקר, אגב.  מה-2 לספטמבר עד ל-7 לאוקטובר, אפשר להתגמש עם תאריכים. 3500ש״ח לכל התקופה כולל הכל  לא לפחד לשלוח הודעה פרטית לבירורים.  איתמר 0544851962","2015-07-27T07:43:50+0000","707688259256219_1038089499549425","",""
"","Sublet in the heart of Tel Aviv for 29/07 – 08/08 (10 nights) 2 rooms' apartment + balcony, Brand new Air-conditioner, washing machine, dish washer, LCD, computer and all the essentials. Includes all bills + Internet. The location is the 7th HaMaccabi Street, 3rd floor with elevator. The requested price is 1500 ILS. For details 054-4288028  סאבלט בלב תל אביב לתאריכים  08/08 - 29/07  10 לילות דירת שני חדרים + מרפסת, יש מזגן חדש, מכונת כביסה, מדיח כלים,  LCD, מחשב וכל הדברים הבסיסיים. כולל את כל החשבונות + אינטרנט. המיקום ברחוב המכבי 7, קומה 3 עם מעלית. המחיר המבוקש הוא 1500 ₪. לפרטים 054-4288028","2015-07-27T07:31:06+0000","707688259256219_1037799479578427","",""
"","","2015-07-27T07:25:49+0000","707688259256219_1038084952883213","",""
"","Sublet for cool rooftop apartment with a one large studio room- 2800 NIS per month, separate kitchen, huge private rooftop with hammocks and shading, includes everything you need, high speed internet in the apartment. The apartment is located in the Ajami neighborhood of Jaffa, Janusz Korczak 11th Street, within walking distance of 3 minutes to one of the most beautiful beaches of Tel Aviv. The neighborhood is very quiet, just like living in the suburbs, there are buses everywhere, ten minute bus ride to the center of Tel Aviv. The sublet is from 9/8/2015 - 4/10/2015 (Two whole months (56 day's)) at a cost of 5600 (NIS) including all expenses (2800 NIS per month). For more information please send a private message & I'm showing the apartment on Sunday from 12:00 to 15: 00 - By appointment only  סבלאט של דירת גג מגניבה עם חדר סטודיו גדול, מטבח נפרד וגג פרטי ענק, עם הצללה פינת ישיבה וערסלים מפנקים הדירה כוללת את כל מה שצריך, יש אינטרנט מהיר בדירה. הדירה ממוקמת בשכונת עג'מי ביפו, רחוב יאנוש קורצ'אק 11, מרחק הליכה של 3 דקות לאחד החופים היותר יפים של תל אביב. השכונה נעימה מאוד, המון שקט, ממש כמו לגור בפרבר. יש אוטובוסים לכל מקום, כעשר דקות נסיעה באוטובוס למרכז תל אביב. תקופת הסבלאט היא לחודש וחצי בתאריכים 9/8/15 ועד 4/10/15 (חודשיים שלמים) בעלות של 5600₪ לכל התקופה כולל כל ההוצאות (2800₪ לחודש) פרטים נוספים בפרטי- אני מראה את הדירה ביום ראשון בין השעות 12:00 ל15:00- בתיאום מראש בלבד","2015-07-27T07:10:42+0000","707688259256219_1038080156217026","",""
"","** Sublet in Tel Aviv! ** Subletting our apartment from September 5 to October 6 The apartment is consists of 2.5 rooms, completely furnished & equipped, it has air conditioners in all rooms, WIFI, washing machine and new kitchen. Located in Bugrashov 92, 5 minutes from the beach, in front of Dizingoff Center. The price is 5100 NIS. PM me or call 050-7823563","2015-07-27T06:50:24+0000","707688259256219_1038072352884473","",""
"","המלצה על שירות סידור וניקיון שמדגם את הבית לקראת סבלט- יש?","2015-07-27T06:50:14+0000","707688259256219_1037829316242110","",""
"","חופשה בחגים 199$ לילה :-)  ","2015-07-27T06:41:02+0000","707688259256219_1038070359551339","",""
"","מסבלט חדר בדירה הכי שווה בתל אביב !!! מיקום מדהים: תל חי 4. צמוד לדיזינגוף סנטר, אזור שקרוב למלא ברים, מסעדות ובתי קפה. 5 דקות הליכה מהים. חדר גדול ובדירה יש: יס, פלייסטיישן, מכונת כביסה, אינטרנט וכמובן המון מצב רוח טוב:) סלון גדול, פשוט לבוא ולהתפנק. בדירה נשארים שני שותפים מקסימים וחברותיים. תאריכים: 29/7-8/8(עשרה לילות).  סה""כ לתקופה כולל כל החשבונות- 1000 ש""ח בלבד!!! דודי- 0547994806.","2015-07-27T06:38:21+0000","707688259256219_1038069849551390","",""
"","מסבלט את חדר בדירה היפה שלנו ברחוב בצלאל. כניסה מיידית, יציאה עד 8.8. המחיר הוא 120 ש""ח ליום, תקופה מינימלית חמישה ימים. נא ליצור קשר איתי דרך הודעה פרטית.","2015-07-27T04:28:28+0000","707688259256219_1037867159571659","",""
"","Subletting my big nice room at the apartment at Kiryat-Sefer st. ( yes, right where the Kiryat-Sefer park and the cinematheque are. and 2 min from Habima ). The dates are 6th-15th of August. The price is really friendly. I'm available sometimes here but all the time at my email - yaelllsofer@gmail.com","2015-07-26T22:49:17+0000","707688259256219_1037101316314910","",""
"","דירת 2 חדרים מדהימה במרכז תל אביב, ברחוב הנביאים,מתאימה לזוג או לבודד, חדר שינה אחד, סלון ומרפסת מרווחת. קרובה לכיכר רבין, כיכר הבימה ודיזינגוף סנטר. בדירה ריהוט מלא, טלוויזיה ואינטרנט. פנויה בסוף חודש ספטמבר 25.9-2.10. המחיר לכל התקופה הוא 1200 ש""ח.","2015-07-26T21:13:47+0000","707688259256219_1037882622903446","",""
"","Looking for a female roommate starting august 1st - 6 months lease(posibole for short term) in the old north of Tel Aviv, on Bavli street. In the room there is a big closet and a desk. The apartment has a rooftop balcony and there is a washing machine, WiFi and everything you need for a short or long term stay. Host is a 40yo male, very clean and friendly.","2015-07-26T20:38:09+0000","707688259256219_1037870166238025","",""
"","סאבלט משוגע!! חדר בדירת 4 חדרים, 3 שותפים. סלון ענק ומאובזר, מטבח מדהים למי שאוהב לבשל, מזגן מרכזי, גג פרטי של הדירה הכולל בריכה קטנה לימים החמים של הקיץ. הדירה ממוקמת בירמיהו מול הרובי, מטר מהים ומטר מהנמל. כניסה מיידית עד 15.9. 2200 ש""ח לחודש. לפרטים:  Kfir Langerman אבינועם: 052-8513936.","2015-07-26T20:21:44+0000","707688259256219_1037865906238451","",""
"","מסבלט חדר ! פרטים בתחתית הפוסט","2015-07-26T19:08:51+0000","707688259256219_1037842772907431","",""
"","מסבלט חדר בדירה הכי שווה בתל אביב !!! מיקום מדהים: תל חי 4. צמוד לדיזינגוף סנטר, אזור שקרוב למלא ברים, מסעדות ובתי קפה. 5 דקות הליכה מהים. חדר גדול ובדירה יש: יס, פלייסטיישן, מכונת כביסה, אינטרנט וכמובן המון מצב רוח טוב:) סלון גדול, פשוט לבוא ולהתפנק. בדירה נשארים שני שותפים מקסימים וחברותיים. תאריכים: 29/7-8/8(עשרה לילות).  סה""כ לתקופה כולל כל החשבונות- 1000 ש""ח בלבד!!! דודי- 0547994806.","2015-07-26T17:43:09+0000","707688259256219_1037810666243975","",""
"","מסבלטת את חדרי הנעים בביתי המהמם שבכרם התימנים הקסום, מתחילת ספטמבר  ועד סוף נובמבר (גמיש).  מדובר בבית פרטי מיוחד וענק עם ריהוט מלא, חצי דקה מהשוק ושלוש דקות מהים. חדר עורפי ושקט מאד עם מזרון מדהים, שירותים ומקלחת פרטיים, מזגנים בחדר וברחבי הבית, WiFi, מטבח מרווח ומאובזר לחלוטין, גג פרטי עם תצפית מושלמת לשקיעה, והכי חשוב מחיר מציאה- 2500 ש״ח כולל הכל!!! עדיפות לבחורות מסודרות ונקיות :)","2015-07-26T17:24:37+0000","707688259256219_1036124543079254","",""
"","חבר'ה אני מסבלט את החדר שלי (קינג ג'ורג 50) בעקבות מסע קצר מחוץ ל-גבולות המדינה. 27/8-10/9. דירה משופצת ונעימה עם סלון,מיזוג, טלוויזיה גם בחדר,מכונת כביסה מייבש בקיצור שום דבר פונקציונלי לא חסר. שותף צבעוני ומדליק נשאר לארח אותכם, הדירה ממוקמת בצנטרום של העיר (ממול הכניסה של הסנטר מעל ה""mate"",שניה משדרות ציון,דיזינגוף ו6 דקות הליכה בקצב נורמלי מחוף בוגרשוב. דורש 1900 כולל חשבונות.","2015-07-26T17:04:12+0000","707688259256219_1034024829955892","",""
