"data__story","data__message","data__updated_time","data__id","paging__previous","paging__next"
"","חדר ביד אליהו: מסבלט חדר בתוך דירה לחודש מרץ לשותף שני לא מעשן 050-8266042","2014-02-23T06:45:51+0000","707688259256219_729186693773042","",""
"","סבלט בשפירא במרץ דירת סטודיו ליחיד או זוג או חברים ממש ממש ממש טובים. עם מרפסת חמודה שפונה לשמש. שקטה, מוארת ונעימה. בתאריכים 7.3-21.3 1,600 ש""ח. לפרטים נוספים: mayula.weinberg@gmail.com  מוזמנים להעביר הלאה.  תודה  Dear Friends,  I am subletting my sweet apartment in Shapira for 2 weeks in March.  Sublet in Shapira in March One bedroom studio apartment, for single, couple, or very very very close friends, Sunny balcony. Good vibes.  7.3-21.3 1,600 NIS For more details: mayula.weinberg@gmail.com  Feel free to share with friends.  May the force be with you.","2014-02-21T18:42:18+0000","707688259256219_728092783882433","",""
"","Passover in Tel Aviv! come and spend the vacation in the center of TLV 3/27-4/28 Amazing new Apartment for Sublet near Dizengof center in Tel Aviv A large, spacious and beautiful 2 room apartment with balcony, in a new Building with everything you need inside, in the living room the sofa opening into a king size bed! all the details in the link bellow!  מסבלטים את הדירה המהממת שלנו בפסח מה27/3-28/4, דירה חדשה במרכז תל אביב  מול דיזינגוף סנטר, דקה מכל מקום... כל הפרטים בלינק המצורף חברים שתפו ותעבירו הלאה! please share!","2014-02-21T16:31:58+0000","707688259256219_728325983859113","",""
"","סאבלט לופט ענקי לחופשת פסח. 4.4-25.4  ","2014-02-20T21:43:08+0000","707688259256219_727935510564827","",""
"","מסבלטת את הדירה לחופשת פסח. 4.4- 25.4. תאריכים גמישים. דירה משגעת.  dear friends, I am subletting my apartment for the entire Passover holiday (April 7-24, dates are flexible). If you hear of anyone who might be interested please forward him my details","2014-02-20T08:26:53+0000","707688259256219_727650027260042","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","2014-02-19T16:05:46+0000","707688259256219_727316250626753","",""
"","מסבלטת את דירת הגג שלי: 2 חדרים כ 48 מ״ר גג ענק כ 85 מ״ר מאובזרת, שקטה וחמימה...המיקום הכי טוב בת״א (שלמה המלך- בן גוריון) 4850 לא כולל חשבונות!","2014-02-19T12:28:05+0000","707688259256219_727234267301618","",""
"","דירה מדהימה בכוכב הצפון נוף לים 75 מ""ר, 3 חדרים משופצת כניסה מידית פנויה עד 10/5/14 יש אופציה לשותפים","2014-02-19T07:25:52+0000","707688259256219_727156530642725","",""
"","מחפשת מישהו שיסבלט את החדר שלי בדירה ביהודה המכבי - כיכר מילאנו בין התאריכים 1.3 עד 31.5 (3 חודשים סך הכל). הדירה גדולה ומשופצת. החדר עצמו גדול מאוד ויש בו מיטה, פינת עבודה, ארון קיר, טלויזיה וסלון. המטבח גדול ומאובזר, השרותים מחוץ למקלחת וגולת הכותרת - נשארת שותפה דיילת!!! המחיר 2450. עדי 052-6580852 ---עוד תמונות בפרטי---","2014-02-18T21:34:58+0000","707688259256219_726958237329221","",""
"","מסבלטים את הדירה המהממת שלנו, בפסח בין התאריכים 27/3-28/4! כל הפרטים נמצאים בלינק המצורף!! ממליצים בחום! מחיר גמיש ואם אתם לא מחפשים אז תהיו חברים ותשתפו...  Sublet in Tel Aviv during passover from 27/3-28/4 all the details is in the following link  !really recommended","2014-02-18T07:44:04+0000","707688259256219_725409127484132","",""
"","April Sublet in Tel-Aviv! Due to a trip to Vietnam, subletting our beautiful apartment in the center of Tel-Aviv Click the photo for details  ","2014-02-17T11:12:43+0000","707688259256219_725738220784556","",""
"","חברי קבוצה יקרים - מחיר הסבלוט צריך להיות נגיש ומובן לכולם לכן ,אני מזכירה שוב,הודעות ללא מחיר בגוף ההודעה תמחקנה. תודה ובהצלחה לכולם","2014-02-17T11:06:09+0000","707688259256219_726243067400738","",""
"","סאבלט, 3 חודשים - מרץ-אפריל-מאי לחדר גדול מאוד בדירה משופצת ברחוב יהודה המכבי - כיכר מילאנו (קרוב לאבן גבירול), תל אביב. ניתן לקבל את החדר מרוהט (רהיטים חדשים!). המטבח גדול ומאובזר, השירותים בחדר נפרד מהמקלחת ובדירה נשארת שותפה דיילת!!! בחדר יש מספיק מקום למיטה, שולחן עבודה, ארון קיר גדול וסלון..... בגדול, רק להיכנס. מחיר - 2450. כניסה מתחילת מרץ (ללחוצים - אפשר גם קודם). עדי 0526580852","2014-02-16T17:25:08+0000","707688259256219_725911600767218","",""
"","Hello, I'm looking to sublet a room starting immediately through the end of May. I can budget up to 2000 shekels. I'd prefer to live with an English speaker in order to improve my English but I will consider all opportunities. Please message me if this fits your needs as well. Thanks!","2014-02-15T17:46:55+0000","707688259256219_725421244149587","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","2014-02-14T17:14:36+0000","707688259256219_724836544208057","",""
"","סבלט לשבועיים במרץ בדירת סטודיו בשכונת שפירא 7-21.3 מואר, נעים ושקט. מתאים ליחיד או זוג. לפרטים נוספים:mayula.weinberg@gmail.com","2014-02-14T17:06:27+0000","707688259256219_724832440875134","",""
"","חברים פתחתי קבוצה נוספת אתם מוזמנים להצטרף אליה  https://www.facebook.com/groups/597157053686901/","2014-02-13T11:59:07+0000","707688259256219_724161604275551","",""
"","שלום, אנחנו זוג שם שני ילדים (בת שלוש ותינוק בן חודש) המחפשים דירה לתקופה של שבועיים, 13/3 עד 1/4 באזור הדר יוסף/נאות אפקה/שיכון דן או לחלופין באזור בורוכוב בגבעתיים.  אנו מחפשים דירה מרוהטת ומצויידת לגמרי (כולל מצעים ומגבות), עדיף בגודל 3 חדרים לפחות. בחדר הילדים מספיק שתהיה מיטה אחת, עבור התינוק נשכור עריסה; נזדקק למטבח מצוייד באופן מלא, עם מקרר קטן/רגיל (אבל יותר ממקרר בר); אפשרות לעשות כביסה; אינטרנט אלחוטי וחנייה. כבלים ואפשרות גם לארח אנשים בדירה- יתרון. מי שיכול לעזור מוזמן לשלוח הודעה.","2014-02-12T20:36:55+0000","707688259256219_723890257636019","",""
"","סאבלט, 3 חודשים - מרץ-אפריל-מאי לחדר גדול מאוד בדירה מקסימה ומשופצת ברחוב יהודה המכבי - בכיכר מילאנו (קרוב לאבן גבירול), תל אביב. ניתן לקבל את החדר מרוהט (רהיטים חדשים!). המטבח גדול ומאובזר, השירותים בחדר נפרד מהמקלחת ובדירה נשארת שותפה דיילת!!! בחדר יש מספיק מקום למיטה, שולחן עבודה, ארון קיר גדול וסלון..... בגדול, רק להיכנס. מחיר - 2450. כניסה מתחילת מרץ (ללחוצים - אפשר גם קודם). עדי 0526580852","2014-02-12T15:06:07+0000","707688259256219_723729444318767","",""
"","","2014-02-11T12:22:22+0000","707688259256219_723147124376999","",""
"","סבלט בפלורנטין בסוף פברואר לשבועיים- מה 20.2-8.3 דירת חדר גדולה עם מטבח גדול נפרד מהסלון וחדר השינה ומקלחת גדולה+ גג פרטי גדול!! בדירה יש הכל אפילו חתולה. פרטים בהודעה פרטית  המחיר כולל ארנונה וחשבונות. https://www.facebook.com/photo.php?fbid=10153803817875114&set=a.10150258927170114.497526.641070113&type=1&theater","2014-02-10T21:17:12+0000","707688259256219_722874077737637","",""
"","מסבלטת את החדר שלי.  הדירה נמצאת ברחוב בן עמי ליד כיכר דיזנגוף. חדר גדול מאוד ועם מרפסת פנימית. בדירה יש שותפה נחמדה. החדר יהיה פנוי בין ה14.2 עד ה1.4 והשכירות לכל התקופה היא 2500 ש""ח לא כולל חשבונות.  אם מישהו מכם מעוניין או אתם מכירים מישהו שמעוניין אשמח מאוד אם תעזרו לי למצוא מישהו שיחליף אותי. אפשר ליצור איתי קשר ב 0544839207","2014-02-10T20:52:26+0000","707688259256219_722863104405401","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין 0507779987","2014-02-10T14:42:09+0000","707688259256219_722698551088523","",""
"","חייבת לסבלט את דירת הגג הנדירה שלי בדחיפות! 2 חדרים מרווחים, נעימים, מאובזרים לגמרי! גג של כ 85 מטר...המיקום הטוב בעיר (בן גוריון-שלמה המלך)..דירה כיפית ונדירה, מתאימה ליחיד או לזוג...תקופת השכירות- לפחות חודש","2014-02-10T08:45:27+0000","707688259256219_722545074437204","",""
"","Sublet in April in Tel-Aviv! If anyone's looking for a great flat to stay in Tel-Aviv, check this one out!  Click the photo for details   ","2014-02-09T13:03:45+0000","707688259256219_722043427820702","",""
"","סבלט ל2-3 שבועות בשדרות וושינגטון, שכונת פלורנטין. חדר ענק מחולק ל2 עם מרפסת לשדרה. בדירה נשאר שותף נוח עד סוף החודש. איזור מלא חנייה ותחבורה ציבורית. 10 דק הליכה לרוטשילד! בחדר נשאר מזרון וארון גדול. אפשרות לשימוש כמקום אחסון לתקופה. מחיר גמיש. לכניסה החל מה28.2 עד ה23.3. 0542891477.","2014-02-09T13:01:51+0000","707688259256219_722041731154205","",""
"","סבלט בפלורנטין בסוף פברואר לשבועיים- מה 20.2-8.3 דירת חדר גדולה עם מטבח גדול נפרד מהסלון וחדר השינה  ומקלחת גדולה+ גג פרטי גדול!! בדירה יש הכל אפילו חתולה. פרטים בהודעה פרטית :) המחיר כולל ארנונה וחשבונות. https://www.facebook.com/photo.php?fbid=10153803817875114&set=a.10150258927170114.497526.641070113&type=1&theater","2014-02-09T11:13:16+0000","707688259256219_721988597826185","",""
"","דירה מדהימה נוף לים, משופצת 3 חדרים, 75 מ""ר בכוכב הצפון פנויה בתאריכים 15/2/14-10/5/14 מחיר לחודש 6,000 כולל הוצאות מתאימה גם לשותפים","2014-02-09T07:48:18+0000","707688259256219_721925511165827","",""
"","היי! למי שמחפש סאבלט במיידי --- מסבלטת את חדרי לחודש החל מיום שלישי שבוע הבא (11/3 -11/2) , בדירתי הממוקמת ברחוב שקט מטר מהבימה, ומשדרות רוטשילד. כל המעוניין לפנות בפרטי","2014-02-08T23:40:02+0000","707688259256219_721781771180201","",""
"","סבלט בשכונת שפירא, דרום תל אביב לשבועיים במרץ 7.3-21.3 דירת סטודיו מוארת עם מרפסת. כיפית, שקטה ונעימה. מתאימה ליחיד, זוג או חברים מאוד מאוד מאוד טובים לפרטים נוספים: mayula.weinberg@gmail.com  Sublet in Shapira Neighborhood, South Tel Aviv, in March for 2 weeks 7.3-21.3 Studio Apartment with a sunny balcony. Suits a single, couple or very very very good friends  For more details: mayula.weinberg@gmail.com","2014-02-08T19:12:29+0000","707688259256219_720956941262684","",""
"","מחפשת סבלט בצפון תל-אביב מאמצע יוני עד אמצע יולי. מישהו?","2014-02-07T18:04:45+0000","707688259256219_721099517915093","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין במחירים נוחים 0507779987","2014-02-07T16:19:26+0000","707688259256219_721057804585931","",""
"","מסבלט את החדר השווה שלי בדירת שני חדרים בגורדון פינת דיזינגוף (נשארת שותפה שכמעט לא בדירה) מתאריך ה9.2 עד לסוף החודש. נשאר החדר הכל (שולחן כתיבה , ארון, מיטה , שידה) למעט טלוויזיה. אפשר לבוא עם טלוויזיה ויש חיבור לHOT. הדירה משופצת כחדשה עם גינה וכל זה במחיר סמלי של 100 ש״ח ללילה כולל חשבונות. פרטים נוספים בפרטי.","2014-02-06T16:02:25+0000","707688259256219_720479707977074","",""
"","דירה שלושה חדרים גדולים חצי מרוהטים עם חצר גדולה במושב ליד נתניה 5 דקות    מכפר רופין באזור שקט ופסטורלי ב 2500 ש״ח  כל הקודם זוכה  0544921312","2014-02-06T13:23:36+0000","707688259256219_720385024653209","",""
"","אהלן חברים... מחפש מישהו/י לסאבלט בתאריכים: 15/2-10/3/14 רוטשילד באזור הבימה.. שותפה אליפות..!! Sivan Birnbaum דירה שלושה חדרים שני חדרי שינה וסלון, קומת קרקע עם סורגים, חדר עם מרפסת ומזגן.. לפרטים בפרטי!","2014-02-06T13:17:37+0000","707688259256219_720385727986472","",""
"","חברים יקרים ,אנא רשמו את מחיר השכירות בגוף ההודעה. תודה","2014-02-06T10:21:12+0000","707688259256219_720326444659067","",""
"","מסבלט את הדירה המאמממממת שלי פלורנטין/רח צ'לנוב. מרחק הליכה מרוטשילד ומתחנה מרכזית חדשה. 2 חדרים. 55 מטר.מאוד מוארת . עם מרפסת פרחונית ושמשית ביותר  אינטרנט אלחוטי . מרוהטת קומפלט.. (כולל מכונת הכביסה הנאמנה שלי) מושלמת לזוג או ליחיד.  לתקופות קצרות (עד חודש) לפרטים נוספים נא לפנות לפרטי.  i sublet my apartment in Florentin, Chlenov street sunny balcony, 2 rooms, full of light and breeze. 3rd floor with an elevator, washing machine, fully furnished , wireless internet. in a new building.  short periods (up to a month) for more details please contact through inbox","2014-02-06T10:03:32+0000","707688259256219_720322034659508","",""
"","דירה מדהימה נוף לים משופצת 3 חדרים 75 מ""ר בכוכב הצפון, מרקח הליכה מפארק הירקון ומהים.","2014-02-06T10:02:26+0000","707688259256219_720321781326200","",""
"","-- מציאה מטורפת, סבלט בתל אביב -- אנחנו מסבלטים את דירתנו המרווחת, השקטה והמשופצת כחדשה לתקופה של חודשיים עקב נסיעה, מתחילת מרץ עד תחילת מאי. 65 מ""ר, מושלמת לזוג או יחיד, מוארת מאוד, עורפית ופונה לים של ירוק - ועם זאת במיקום הכי מרכזי שיש (גן העיר, כיכר רבין ואבן גבירול במרחק דקה הליכה, 15 דקות מהסנטר). מצוידת במכשירי חשמל חדשים (כולל מכונת כביסה, מייבש, תנור ומזגנים) וברהיטי עץ קלאסיים. יש אינטרנט אלחוטי ובעצם הכל - רק להביא בגדים ומברשת שיניים ואתם גרים בדירה מהממת במרכז תל אביב. פרטים בפרטי.","2014-02-04T19:29:37+0000","707688259256219_719417624749949","",""
"","שלום לכולם, מפנה דירה ששכרתי (באמצע חוזה מסיבות טובות). דירת 2 חדרים משופצת. ברחוב יהואש, מטר מחוף גורדון. מאוד שקט ""על הים"" וקרוב למרכזי הבילוי של תל אביב. הדירה מרוהטת. חדר שינה מלא (מיטה זוגית קינג סייז, ארון, שידות). סלון חלקי. יש מזגן מרכזי ודוד שמש. בניין מטופח. הדירה מתאימה ליחיד או זוג (לא מתאימה לשותפים). לשכירות בין 4 חודשים  עם עדיפות לשנה שלמה. מחיר 5,500 ₪ כולל ארנונה וועד בית (כלומר נטו כ- 5,350 ₪) - אני מוכן ""לסבסד"" במעט את המחיר על מנת שיהיה אטרקטיבי.  אשמח אם תשאירו הודעה אם רלוונטי","2014-02-03T13:16:25+0000","707688259256219_718748154816896","",""
"","חברי קבוצה יקרים - אנא פרסמו את מחיר שכר הדירה במודעה הגלויה לכל . פרטים אישים כמו טלפון וכ""ו בהחלט ניתן לתת בפרטי. בהצלחה לכולם :)","2014-02-03T11:28:54+0000","707688259256219_718708051487573","",""
"","I'm subletting my awesome flat from 9-16.2 (flexible). It a great place at the centre of Jaffa 5 minutes walk from the flea market, the beach, great Hummus places, 10 minutes from Newe Tzedek and 15 by bike to TLV centre. PM me for further details","2014-02-02T13:59:51+0000","707688259256219_718229798202065","",""
"","I am looking for a roommate for a short or long  term .  The apartment located  in wiesel street – central and very quiet and pleasant between Arlozorov to Ben Gurion.   The apartment is higly comfortable: There's a bath tub, a washing machine, a drying machine, refrigerator, oven, microwave, air conditioning.  The rooms are very big and there is a privacy for each roommate . I am an Israeli. I'll be glad to have a roommate which is not Israeli.  I am a very reliable and honest person. I can also assist in easing the integration in Israel.  The rent is 2750nis for each roommate for a month plus expenses . or 100nis a day.  feel free to call for more details :) Hila","2014-02-01T10:19:42+0000","707688259256219_717603241598054","",""
"","https://www.airbnb.com/rooms/2175752 Sublet in Shapira for 2 weeks in March 7.3-21.3 One bedroom studio apartment, for single, couple, or very very very close friends, Sunny balcony. Good vibes.   For more details: mayula.weinberg@gmail.com","2014-02-01T07:33:57+0000","707688259256219_717062498318795","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין 0507779987","2014-01-31T15:44:45+0000","707688259256219_717232984968413","",""
"","https://www.airbnb.com/rooms/2175752 סבלט ליחיד/זוג/חברים ממש ממש טובים בשכונת שפירא 7-21 למרץ 1,500 לכל התקופה כולל הכל.  לפרטים נוספים: mayula.weinberg@gmail.com","2014-01-31T07:21:51+0000","707688259256219_717061974985514","",""
"","דרושה שותפה  לקבוע או לזמני.לזמני אפשר גם שותף. דירה מקסימה בצפון הישן. רחוב שקט לגמרי, שני חדרים גדולים ממוזגים , כל המכשירים החשמליים, הדירה במצב מצוין, השותפה גם .... רק להביא בגדים ולגור. שכירות 2750 ש""ח כל אחת . יתרון למי שתפנה עכשיו נתחיל את המגורים ביחד.","2014-01-30T14:11:38+0000","707688259256219_716675828357462","",""
"","מסבלט חדר גדול בדירה עם שותפה בבן יהודה גורדון למשך חודש. 28/2 - 28/3. 2500 ש""ח כולל חשבונות יואל - 0523650055","2014-01-28T23:19:42+0000","707688259256219_714342638590781","",""
"","-- סבלט בתל אביב -- אנחנו מסבלטים את דירתנו המרווחת, השקטה והמשופצת לחודשיים עקב נסיעה, מתחילת מרץ עד תחילת מאי. 65 מ""ר, מושלמת לזוג או יחיד, עורפית ופונה לים של ירוק - ועם זאת במיקום הכי מרכזי שיש (גן העיר, כיכר רבין ואבן גבירול במרחק דקה הליכה, 15 דקות מהסנטר). תמונות בהמשך, פרטים בפרטי.","2014-01-28T20:37:50+0000","707688259256219_715580798466965","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין 0507779987","2014-01-27T15:26:38+0000","707688259256219_715188348506210","",""
"","שלום לכולם..  אני מסבלטת את חדרי החתיך בדירה הכי שווה בתל אביב! דיזנגוף 24 בייבי ;) משאירה לכם 13 מ""ר עם מזגן, טלוויזיה, גיטרה, יציאה למרפסת(40 מ""ר!), נרגילה וגולת הכותרת-מיטה שלא תרצו לקום ממנה.. מובטח! אני טסה בסוף השבוע לדרום אפריקה לכל חודש פברואר ומחפשת מישהו שיהנה מהדברים  :) מיקום מעולה, בין הבימה לסנטר! מחיר עלות (יוצא בסביבות 2800 לחודש כולל חשבונות), פרטים בפרטי..","2014-01-27T06:00:28+0000","707688259256219_714549591903419","",""
"Einat Vulkan changed the name of the group ""‎סבלט בתל אביב לתקופות קצרות‎"" to ""‎סבלט בתל אביב לתקופות קצרות‎"".","","2014-01-17T08:07:55+0000","707688259256219_709624392395939","",""
"Einat Vulkan updated the description of the group ‎סבלט בתל אביב לתקופות קצרות‎.","שלום חברים,לוח זה מיועד לכל מי שמחפש לסבלט את דירתו לתקופה קצרה בתל אביב:) אשמח אם תעשו שיתוף יחד נביא הרבה חברים לקבוצה:)               ","2014-01-17T08:07:22+0000","707688259256219_709624295729282","",""
"Einat Vulkan changed the name of the group ""‎דירות סבלט בתל אביב בלבד לתקופה של 1-5 חודשים‎"" to ""‎סבלט בתל אביב לתקופות קצרות‎"".","","2014-01-17T08:07:21+0000","707688259256219_709624282395950","",""
"","מחפשת להכנס לדירה בתל אביב ב1/3 עד 1/7 אם משהו שומע אשמח ...תקציב עד 3000ש""ח","2014-01-15T22:24:03+0000","707688259256219_708927679132277","",""
"","ניר הובלות לסטודנטים ולחברי הקבוצה שרות אמין 0507779987","2014-01-15T09:44:27+0000","707688259256219_708334169191628","",""
"","here is my lovely place","2014-01-15T09:44:21+0000","707688259256219_708201705871541","",""
"Einat Vulkan created a doc in the group: ‎סבלט בתל אביב לתקופות קצרות‎.","","2014-01-13T15:12:41+0000","707688259256219_707766732581705","",""
"Einat Vulkan changed the name of the group ""‎דירות סבלט בתל אביב בלבד לתקופה של 1-5 חודשים‎"" to ""‎דירות סבלט בתל אביב בלבד לתקופה של 1-5 חודשים‎"".","","2014-01-13T15:06:48+0000","707688259256219_707764502581928","",""
"Einat Vulkan created the group ‎סבלט בתל אביב לתקופות קצרות‎.","","2014-01-13T11:30:54+0000","707688259256219_707688265922885","",""
