"data__story","data__message","data__updated_time","data__id","paging__previous","paging__next"
"","מסבלטת את החדר שלי בפרישמן-בן יהודה, 3 דקות מהים ומדיזינגוף. תאריכים: 9/9 עד 8/10 (קצת גמיש) מחיר: 2,500 ש״ח כולל הכל  יש טלוויזיה בחדר, מזגן, מטבח מאובזר וסלון קטן עם פינת אוכל. בדירה עוד 2 שותפות כיפיות וחמודות לאללה :)   לפרטים נוספים בפרטי.","2015-08-24T14:55:37+0000","707688259256219_1053041598054215","",""
"","""אתה עשית לי בחצי מחיר במה ש XXXX עשו לי פי שתיים בכסף ופי שתיים בזמן, תודה!"" ///  ""היו לי כבר 5 קריאות היום, עשיתי את השבוע כיסית את גוגל ונשאר לי עוד מה לאכול, שכל יום רק יהיה ככה ואני מבסוט"" /// ""מצוין, זה עובד מעולה ויש פניות, תודה רבה"" /// ""אני לא יודע איך עשית את זה אבל קיבלתי ים של טלפונים שתוריד לי את הפרסום, אני קורס!!!"" https://www.facebook.com/groups/1616531345271345/","2015-08-24T14:40:35+0000","707688259256219_1053185261373182","",""
"","","2015-08-24T14:26:34+0000","707688259256219_1053178111373897","",""
"","","2015-08-24T14:16:21+0000","707688259256219_1053172491374459","",""
"","Sweet sublet in Shapira Neighborhood, Tel Aviv - September 2-9 ************************************************************************************ A pleasant studio apartment with a sunny balcony, kitchen, shower and bathroom. Quiet and full of light.  Great for a single, a couple or really REALLY good friends.  Located in Shapira neighborhood, near all transportation: Train, Bus and bike rental. 800 NIS for more details: mayula.weinberg@gmail.com   דירת סטודיו מתוקה בשכונת שפירא ,2-9 לספטמבר ************************************************************************************ דירת סטודיו מוארת עם מרפסת שמשית. מתאימה ליחיד/ה, זוג או חברים ממש טובים. בשכונת שפירא שקרובה לכל אמצעי התחבורה 800 ש""ח לפרטים נוספים: mayula.weinberg@gmail.com","2015-08-24T14:08:10+0000","707688259256219_1053169398041435","",""
"","סבלט במיקום פצצה ליד הים שדרות נורדאו 21 פינת בן יהודה לשבועיים מ3.9 עד ה17.9 חדר בדירת שותפים למעוניינים לפנות אליי בפרטי 0543063434","2015-08-24T13:47:47+0000","707688259256219_1053159788042396","",""
"","--- סבלט בדיזינגוף לכל ספטמבר--- מפרסם בשביל חבר: מסבלט את דירת החדר הרחבה שלי במיקום הכי טוב בעיר, דיזינגוף 154. צמוד לכל הברים וכל קווי האוטובוס, שלוש דקות מהכיכר ושבע דקות מהים. המחיר הוא 3,300 כולל הכל לחודש. הכניסה היא מה1/9 למשך חודש ( גמיש בתאריך היציאה). בדירה יש מטבח, מזגן מפנק, אינטרנט וטלוויזיה עם כל ערוצי hot ובעצם הכל. רק להניח את התיק ולהנות מהעיר! לפרטים מיטב- 0526233733","2015-08-24T13:30:30+0000","707688259256219_1053153751376333","",""
"","","2015-08-24T13:17:46+0000","707688259256219_1053148791376829","",""
"","מסבלטים את הדירה היפה שלנו בין תאריכים 18/9- 18/10, רחוב מונטיפיורי, מיקום מעולה - חמש דק׳ מהים, שלוש דק׳ מרוטשילד ודקה מנווה צדק. בניין חדש ומיוחד, מעלית, 3 חדרים, 2 מרפסות, בדירה יש הכל.  לפרטים בפרטי 😊","2015-08-24T13:01:42+0000","707688259256219_1053136288044746","",""
"","לדירה מהממת!! דרושה שותפה לשלושה חודשים (סבלט) הדירה: ענקית כ 90 מ""ר משופצת לגמרי, תיקרות גבוהות, מאובזרת לחלוטין. ממוקמת בטשרניחובסקי, 2 דקות הליכה משיינקין, 5 דקות הליכה מהסנטר, 7 דקות מהים. החדר: חדר גדול מאוד עם מקלחת ושירותים פרטיים, ארון בגדים עצום, מיטה שידה ומזגן כמובן. כניסה ב 1.9 שכר דירה: 3000 ש""ח לחודש כולל ארנונה ומים (לא כולל חשמל) נשאר שותף נקי ומסודר צרו קשר: ניר 0548033253 או בפרטי","2015-08-24T12:45:34+0000","707688259256219_1053126474712394","",""
"","English/Hebrew Huge!! Room in a beautiful apartment with big and clean kitchen, bathroom, living room, Located in quiet but very central street between Bugrashov, Gordon, Ben Yehuda, and Dizingof square. Less then 5 minute walking from the beach. Looking for roommate.  The room is very very BIG! aprox 23 sq meter!! Quiet and comfortable with AC and beautiful view. Partly furnished with huge closet. 3000 NIS a month.  Entrance in 26.8.15. For more details, and hours of visit. please contact me Yuval 050-8312195 --------------------------------------- דרושה שותפה לחדר ענק ענק 23 מ""ר, שקט ונעים עם נוף יפה ומזגן החדר ממש גדול, אפשר לסדר בתוכו פינת סלון או פינת ישיבה.  החדר הוא בדירה גדולה במרכז תל אביב ברחוב שלום עליכם הנמצא בין הרחובות בוגרשוב, פרישמן, גורדון, דיזינגוף, 3 דקות הליכה מהים 3000 ש""ח לחודש  כניסה ב 26.8.15 גמיש לפרטים נוספים נא ליצור קשר בהודעה פרטית או בטלפון 050-8312195 יובל","2015-08-24T12:01:24+0000","707688259256219_1053110164714025","",""
"","סאבלט במרכז תל אביב!! חדר מרווח בדירת שותפים מגניבה ברחוב לסקוב 10. דירת קרקע עם חצר, מטבח מאובזר וכלי נגינה. הסאבלט בתאריכים 11/9-5/10. כל התענוג הזה ב2000 כולל הכל! לפרטים יונתן 0548131034","2015-08-24T11:51:48+0000","707688259256219_1053105798047795","",""
"","סבלט: דירת 2 חדרים שקטה מוארת ועורפית בשוק לוינסקי (רחוב מטלון) - לחודש ספטמבר בלבד. בדירה מקרר, מזגן, מאוורר תקרה, מכונת כביסה ומייבש. קומה 2, יש אינטרקום, נא לפנות בפרטי. תודה! 4000ש""ח כולל חשבונות","2015-08-24T11:50:08+0000","707688259256219_1053105284714513","",""
"","Subletting my beautiful apt (one bedroom and big living room) during September. The apt is clean and renovated, located at Bazel St. (5min walk from the beach, port of Tlv and park Ha'Yarkon).   Pm me for more details:)","2015-08-24T11:38:32+0000","707688259256219_1053100998048275","",""
"","מסבלט את דירתי בפלורנטין ברחוב זבולון המהמם לשלושה שבועות בין התאריכים 12.9-5.10 (כל תקופת החגים!). דירת שני חדרים כיפית, מרווחת ומאובזרת בכל מה שצריך.  2500 ש״ח כולל חשבונות.","2015-08-24T11:12:35+0000","707688259256219_1053091898049185","",""
"","","2015-08-24T10:53:20+0000","707688259256219_1053085658049809","",""
"","סאבלט.תאריכים: 7.9 עד 12.10 כרם תימנים. דירת חדר.27מ""ר. דקה מהשוק ודקה מהים. מאווררת , נעימה יש אמבטיה:) המחיר לכל התקופה (37 ימים) הוא 2800 ש""ח: הכל כלול: ועד ,ארנונה, חשמל , מים אנטרנט. כל הקודם זוכה. כל הקודמת מהממת!:) מראה היום !!!","2015-08-24T10:51:12+0000","707688259256219_1053085098049865","",""
"","220$ לילה ","2015-08-24T10:46:23+0000","707688259256219_1053083734716668","",""
"","הנחה אדירה למי שלוקח בבדיוק בתאריכים 1-22.10 רק 3950 ש""ח  ","2015-08-24T10:46:22+0000","707688259256219_1053083731383335","",""
"","לאנשים טובים וחברים! מסבלטת את ביתי האוהב, במרכז תל-אביב (רח' בלפור) בתאריכים: 28/8-16/9 דירת שני חדרים נעימה ומרווחת עם חצר גדולה ומטריפה במחיר סוף עונה. קרובה לים, לרוטשילד, שנקין ושוק הכרמל.  2,700 ש""ח לפרטים - 0547909872","2015-08-24T10:31:45+0000","707688259256219_1053069028051472","",""
"","מסבלטים את דירת הגן המהממת שלנו ליד רוטשילד וכרם התימנים, לתקופה של 14-27.9.  המחיר זול במיוחד - 1300 ש""ח, היות ונדרש אוהב חתולים שיהנה לשמור על ג'וני החתול המקסים שלנו. פנו אליי בפרטי. We are subletting our beautiful apartment with a private garden) next to Rothschild and the Karmel Market for the following dates: 14/9-27/9. The price is really low - 1300 nis, since we have our amazing cat Johny who need to be fad and his toilets clean daily. People who knows their way around cats strongly preferred. PM me.","2015-08-24T10:23:38+0000","707688259256219_1053077191383989","",""
"","היי מסבלט את הדירה שלי מה- 1/9 ועד ל1/1 דירת 2.5 חדרים מתאימה לזוג או ליחיד בצפון הישן של תל אביב, הדירה מרוהטת ומאובזרת לחלוטין כולל wifi, yes, וחשבונות 5000 ש״ח לחודש פרטים בפרטי או 0523022272","2015-08-24T10:03:06+0000","707688259256219_1053071771384531","",""
"","חדר בדירת שלושה שותפים. משופצת לגמרי בלב תל אביב, אחד העם שינקין, לחודש אחד ספטמבר. 2600 כולל חשבונות.  אין מזגן יש מאוורר תקרה. ללא עישון. ניתן לעשן במרפסת של המטבח. ניתן לבוא לראות היום!","2015-08-24T10:00:25+0000","707688259256219_1053070911384617","",""
"","","2015-08-24T08:59:37+0000","707688259256219_1053053764719665","",""
"","מחפשת דירה לסבלט לזוג בין ה 7-15.09 במרכז או דרום תל אביב/ יפו. כולל הכל. תודה לעוזרים.","2015-08-24T08:54:27+0000","707688259256219_1053052084719833","",""
"","ביד- אליהו, חדר להשכרה לשותף (רצוי גיי  ובכול מקרה גבר ולא בחורה)ל תקופה גמישה 1-12 חודשים. התשלום כולל חניה, מזגן, מצעים ומגבות, wifi ואפילו ניקיון שבועי. רק להביא בגדים ולהכנס. מתאים למפונקים. ללא עישון. מתפנה ב 1.9   050-8266042 דורי . על בסיס יומי או חודשי 100/3000 ש""ח.  https://www.facebook.com/TLVRoom4Rent?ref_type=bookmark","2015-08-24T08:34:38+0000","707688259256219_1053045984720443","",""
"","סאלבט בכרם התימנים החל משבת הקרובה!! חדר בדירה שתי שותפות,עםמזגן וטלוויזיה עם יס,מתפנה עד לתאריך 8.9.  לב כרם התימנים,בית יוסף!  מחיר בדיחה!","2015-08-24T08:34:17+0000","707688259256219_1053045921387116","",""
"","פרסמת בשביל חבר, סבלט לתקופת החגים: דירת חדר וחצי (30 מ'), ברחוב קינג גורג, קרוב לסנטר. בין התאריכים 10.9-4.10 (תאריכים גמישים) מרוהטת, מאובזרת וממוזגת - שניה מהסנטר, 5 דק' מהים, 2800 ש""ח לכל התקופה כולל חשבונות.","2015-08-24T08:32:50+0000","707688259256219_1053045254720516","",""
"","","2015-08-24T07:47:43+0000","707688259256219_1053034928054882","",""
"","שלום שלום  ** הודעה על סבלט לתקופה קצרה ** מחפשים דירה מושלמת לחגים בתל אביב? - באזור דיזגוף לגורדון - 2 הליכה לים מסבלט את הדירה שלי לתאריכים 31.8 - 18.9 הכל כלול במחיר - 4,200 ש""ח לפרטים לשלוח הודעה לאינבוקס","2015-08-24T07:35:09+0000","707688259256219_1053032244721817","",""
"","מסבלטים את הדירה המהממת שלנו בתל אביב לכל תקופת החגים! מרכז תל אביב, קרוב להכל הכל כולל לים, בניין חדש לגמרי, עורפית ושקטה, קומה רביעית (עם מעלית) מרווחת גדולה ומפנקת. מושלמת לזוג (חדר שינה אחד וסלון ענק)- מצוידת בכל מה שצריך. טל- 052-4703372","2015-08-24T07:34:42+0000","707688259256219_1053032091388499","",""
"","-SUBLET- Subletting my beautiful renovated 2 rooms apartment, located in city center, just off Ben Yehuda vs Ben Guryion street!  It's at a great location, 5 min from the sea, bars restaurants etc'. The apartment is fully furnished, with a strong working air conditioner and fan! There is a great kitchen, bedroom, shower etc'.  Dates are flexible. + 1 Bedroom + 2rd floor + Elevator  + fully furnished (room and kitchen)  + INTERNET + Cable TV (All channels\VOD\New\Music etc') DATES: September 12st- October 1st (flexible) PRICE: 2000- 3,500 ( including all bills ) Shekels- flexible.   For more details and questions – private message or on the phone: 0507716699","2015-08-24T07:22:48+0000","707688259256219_1053029754722066","",""
"","דירת שלושה חדרים בפלורנטין לסבלוט של שלושה חודשים. הדירה מאובזרת, עם מרפסת חמודה שמשקיפה למגדל מאיר, הרבה אור, מזגן בכל חדר, שכה""ד 4200 שח לחודש. הסבלוט מ 20 לספטמבר עד 15 לדצמבר, תאריכים גמישים ויש אפשרות גם להארכה של התקופה. לפרטים בפרטי,תודה!","2015-08-24T07:17:48+0000","707688259256219_1053028891388819","",""
"","דירה שווה ביפו, 2.5 חד' עם חניה מקורה, רחוב יהודה מרגוזה, מטר משוק הפשפשים ומטר מהנמל והים. לחודש 12.9-12.10 (גמיש+-), 3600 כולל כל החשבונות","2015-08-24T07:02:49+0000","707688259256219_1053023634722678","",""
"","https://www.airbnb.com/rooms/6888398 199$ לילה","2015-08-24T06:35:28+0000","707688259256219_1053016544723387","",""
"","לדירה מהממת!! דרושה שותפה לשלושה חודשים (סבלט) הדירה: ענקית כ 90 מ""ר משופצת לגמרי, תיקרות גבוהות, מאובזרת לחלוטין. ממוקמת בטשרניחובסקי, 2 דקות הליכה משיינקין, 5 דקות הליכה מהסנטר, 7 דקות מהים. החדר: חדר גדול מאוד עם מקלחת ושירותים פרטיים, ארון בגדים עצום, מיטה שידה ומזגן כמובן. כניסה ב 1.9 שכר דירה: 3000 ש""ח לחודש כולל ארנונה ומים (לא כולל חשמל) נשאר שותף נקי ומסודר צרו קשר: ניר 0548033253 או בפרטי","2015-08-24T06:23:42+0000","707688259256219_1053014381390270","",""
"Adi Sela shared her post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","","2015-08-24T06:14:53+0000","707688259256219_1053012061390502","",""
"","מסבלט את החדר בדירה מיקום הכי טוב בעיר מטר מהים זה ברחוב הירקון 60 מתחילת ספטמבר לחודש וחצי יש בדירה הכל יש מזגן בחדר הריהוט נשאר יש גם מכונת כביסה בבית לפרטים 0547854331","2015-08-24T00:15:36+0000","707688259256219_1052902361401472","",""
"","סבלט גמיש ביותר!!!!!  אני טסה מה-12.9 עד ה-4.10 ומסבלטת את החדר שלי (אין לי בעיה להתגמש עם התאריכים ומשך ההשכרה).  דירה כיפית ביותר באזור מרכזי - רחוב שלמה המלך (קרוב לכיכר רבין ולרחוב דיזינגוף). 4 חדרים, מוארת, מרוהטת בכל מה שצריך ומשופצת כמו חדשה. החדר גדול ויש בו כל מה שתצטרכו. נשארים בדירה חברה וחבר שאין כמותם!  שכ""ד לשלושה שבועות הוא 2,200 ש""ח (כולל חשבונות). יש אחלה גג בבניין והים קרוב שזה הכי חשוב!","2015-08-23T21:47:08+0000","707688259256219_1052789051412803","",""
"","מסבלטים את דירתינו במרכז תל אביב. 10/9-27/9 דירת שניים וחצי חדרים משופצת מהיסוד ונעימה מאוד. מחיר 3500 ש""ח.","2015-08-23T21:39:58+0000","707688259256219_1052849591406749","",""
"","","2015-08-23T21:00:50+0000","707688259256219_1052826334742408","",""
"","***סאבלט*** חדרים: 3 חדרים. שותפים: נשאר שותף אחד. מיקום: רחוב אמסטרדם, צפון ישן-מרכז תל אביב, רחוב צדדי  ושקט בין אבן גבירול לדיזנגוף. תאריכים: 18/9-18/10 תאריך יציאה גמיש. מחיר: 3100 כולל כל החשבונות  (ארנונה,מים,חשמל,ועד,אינטרנט).","2015-08-23T19:36:43+0000","707688259256219_1047705321921176","",""
"","היי  אני מסבלט את דירתי לחודש בספט,אם שמעתם על מישהו שמחפש תעשו שייר ומהר!! דירה שווה .44 מטר בלבונטין,2 חדרים נפרדים עם סלון ומרפסת .מזגן אינטרנט .דקה מרוטשילד קרוב לפלורנטין ולמרכז.שכונה טובה ושקטה אמפם מתחת לבניין.קומה 2.עם מכונת כביסה ומייבש. 3200 שח כולל הכל מה7 לספט עד 8 לאוקטובר.","2015-08-23T19:22:34+0000","707688259256219_1052790678079307","",""
"","מי רוצה לגור לי בחדר? כדאי לכם. 900 שקלים לתקופה! **סבלט 18-28.9***!!! חגים במרכז העיר!! חדר ענק ומקסים ברחוב הס השקט, 5 דקות מהים וגן מאיר! חלונות, עציצים, דירה מרווחת, סלון גדול, מטבח מאובזר, מכונת כביסה, שירותים, מקלחת ו2 שותפות נהדרות. לפרטים נוספים בפרטי או במייל netta.weiser1@gmail.com  Sublet!! 18-28.9** Holidays in the center of Tel Aviv! A wonderful room in the peaceful Hess Street, just 5 min walking from the beach and Meir Garden! Large room, spacious apartment, large living room, fully equipped kitchen, bathroom and 2 amazing roommates! 900 NIS!** for more info: netta.weiser1@gmail.com","2015-08-23T18:43:03+0000","707688259256219_1052662544758787","",""
"Chen Cohen shared her photo to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","https://www.facebook.com/photo.php?fbid=10153543064391838&set=gm.1052678508090524&type=1&theater","2015-08-23T18:24:48+0000","707688259256219_1052767841414924","",""
"","Sublet in Tel Aviv - English follows!  היי חברים,  למרות שאנחנו בהודו, אנחנו עוסקים בנדל""ן.. אנחנו מסבלטים את דירת 2 החדרים שלנו ברוטשילד, על הבימה!   התאריכים גמישים, בין 27.8 - 14.10, כאשר המחיר לחודש הוא 6,000 ש""ח, כולל חשבונות. למתעניינים, הסבלט יסגר דרך Airbnb, כאשר הסכום יכסה את העמלות שלהם. הדירה מיועדת ליחיד או לזוג.  נשמח אם תוכלו לשתף או לתייג חברים שאולי מחפשים דירה במיקום הכי טוב בעיר :)   ד""ש מהודו!  בר ואנה  Hi everyone!  Although we are in India at the moment, we still have some real estate issues to take care of!   We are subletting our amazing 2 rooms flat on Rothschild Blvd, right next to Habima square!   The dates are flexible, between 27.8 - 14.10, and the price is 6,000 Shekels per month. The subletting will be carried out via Airbnb, and the price mentioned will cover all utilities costs and airbnb fees. The flat is suitable for a single person or couples.   We would love it if you could share this post and/or tag relevant friends who might want to stay in the best location in Tel Aviv :)   Thanks,  Bar and Anna  https://www.airbnb.co.in/rooms/6843979?eluid=5&euid=c72eabee-cc5f-a744-197c-13513733e31d","2015-08-23T18:19:54+0000","707688259256219_1052765988081776","",""
"","","2015-08-23T17:05:50+0000","707688259256219_1052733521418356","",""
"","","2015-08-23T17:03:14+0000","707688259256219_1052732754751766","",""
"","There are 2 rooms available right now. One from September 1st and the other from September 16th.","2015-08-23T15:58:26+0000","707688259256219_1052703251421383","",""
"","800שח לשבועבכרם! אין דברים כאלה:) כניסה החל מה31.8. חדר עם מזגן וטלוויזיה עם יס,בלב כרם התימנים:) פרטים בפרטי","2015-08-23T15:05:24+0000","707688259256219_1052685108089864","",""
"","דירת שלושה חדרים מרוהטת עם 2 חדרי שינה + חדר עבודה + חדר כביסה ליד כרם התימנים , 2 דק מהים , משופצת . מתאימה לזוגות ולשותפים 80 מ""ר. 4000 ש""ח כולל חשבונות 14.9-3.10","2015-08-23T14:51:19+0000","707688259256219_1052678508090524","",""
"","היי חברים, מסבלטים את הדירה המדהימה שלנו לתקופה של חודש ושבוע מה7.9.15 עד ה12.10.15. (ניתן אף לפרק זמן קצר יותר). מיקום מעולה - נחמני פינת רוטשילד. יש חניה בבניין!!! דירת 3 חדרים גדולים עם תקרות גבוהות פלוס מרפסת. חדר אחד יהיה סגור. מחיר: 6000 ש""ח לכל התקופה. דירה מרוהטת. הדירה כוללת מכונת כביסה, wi-fi מיטה ומזרן חדשים בגודל 160*200. אשמח לענות לכל שאלה. יניב ,","2015-08-23T14:43:46+0000","707688259256219_1052675161424192","",""
"","","2015-08-23T14:41:52+0000","707688259256219_1052674228090952","",""
"","מסבלטים חדר גדול בדירתנו היפה ברחוב בילו מאחרי הבימה. החל מ 25.8 לשלושה שבועות, גמיש. בדירה נשארים זוג( אנחנו) וכלבה חמודה ביותר. המטבח צמחוני. הדירה ענקית( 140 מ') משופצת וממוזגת. 2400.","2015-08-23T14:29:14+0000","707688259256219_1052664681425240","",""
"","****מפרסמת עבור חברה*****  סאבלט לחדר במרכז ת""א - כניסה מיידית עד ה1.10. דירת 2.5 חדרים ממוקמת ברחוב שטנד (פרישמן -שלמה המלך) חדר ענק (!!!!) מואר ונעים עם מפרסת פרטית מקורה! דירה מגניבה עם המון פרטיות. יש מזגן שירותים ומקלחת לאחר שיפוץ... בדירה נשארת שותפה. המחיר 3100 כולל הכלללל לכל התקופה! לפרטים נוספים חלי- 0547220167","2015-08-23T14:10:28+0000","707688259256219_1052658264759215","",""
"","דירה מקסימה ומאובזרת, סאבלט תל אביבי לתקופת החגים. רחוב רמברנדט, מטר מככר רבין, הליכה קלילה לים. עדיפות לתקופה ארוכה (שבוע ומעלה) צרו קשר בפרטי. 10 עד 27 בספט' - ושוב, 11-16 באוק'. 1,600 ש""ח לשבוע.","2015-08-23T14:08:50+0000","707688259256219_1052657761425932","",""
"","מסבלטים את הדירה המתוקה שלנו בין 10.9-10.10. רחוב ברדיצ'בסקי, בתל אביב ( הרחוב ממוקם בין רוטשילד ליהודה הלוי.. קרוב מאוד לרוטשילד). דקה מהבימה, 5 דק' מהסנטר וקצת יותר לים :) . 55 מטר עם מרפסת חמודה. מאובזרת ונעימה. 5000 כולל חשבונות לחודש הנ""ל.","2015-08-23T13:54:26+0000","707688259256219_1052653281426380","",""
"","","2015-08-23T13:47:47+0000","707688259256219_1052519431439765","",""
"","מסבלטת את הדירה שלי בחודש ספטמבר עד אמצע אוקטובר.  דירת שני חדרים עם מרפסת מרווחת ומוארת. אוסישקין על הפארק, הנמל, קרובה לים. מתאימה לזוג וליחיד. מחיר כולל הכל. גמיש בהתאם לתקופת הסאבלט  Subletting my appartment during September  till mid of October. 2 flat apartment with a balcony. Suitable for a couple or single person Location: Osishkin Street, Nurth TLV, neer Hayarkon Park, The port, The beach","2015-08-23T12:02:05+0000","707688259256219_1052584661433242","",""
"‎ניר שחר‎ shared ‎ניר הובלות חדש‎'s post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","ניר הובלות קטנות כול סוגי ההובלות הובלות לסטודנטים שרות אמין במחירים נוחים 0507779987","2015-08-23T11:57:58+0000","707688259256219_1043108682380840","",""
